idx,review,gold,raw_output,parsed_json,predicted,valid_json
125,Decent place. Portion sizes were small but taste was good. Not satisfied.,3,"{""predicted_stars"": 3, ""explanation"":""Mixed feelings with good taste but small portions and dissatisfaction.""}","{""predicted_stars"": 3, ""explanation"": ""Mixed feelings with good taste but small portions and dissatisfaction.""}",3,True
126,Had a nice time; dessert was fantastic.,5,"{""predicted_stars"": 4, ""explanation"":""Positive experience with a fantastic dessert.""}","{""predicted_stars"": 4, ""explanation"": ""Positive experience with a fantastic dessert.""}",4,True
127,The food was amazing and service was excellent.,5,"{""predicted_stars"": 5, ""explanation"":""Strong positive about food and service.""}","{""predicted_stars"": 5, ""explanation"": ""Strong positive about food and service.""}",5,True
128,Great ambiance and prompt service.,5,"{""predicted_stars"": 5, ""explanation"":""Positive comments about ambiance and service.""}","{""predicted_stars"": 5, ""explanation"": ""Positive comments about ambiance and service.""}",5,True
129,Not worth the price.,2,"{""predicted_stars"": 2, ""explanation"":""Negative sentiment about value for money.""}","{""predicted_stars"": 2, ""explanation"": ""Negative sentiment about value for money.""}",2,True
130,Perfect for a quick lunch. Will return.,4,"{""predicted_stars"": 5, ""explanation"":""Positive sentiment about being perfect for a quick lunch and intention to return.""}","{""predicted_stars"": 5, ""explanation"": ""Positive sentiment about being perfect for a quick lunch and intention to return.""}",5,True
131,The food was amazing and service was excellent. Loved it!,5,"{""predicted_stars"": 5, ""explanation"":""Strong positive feedback about both food and service.""}","{""predicted_stars"": 5, ""explanation"": ""Strong positive feedback about both food and service.""}",5,True
132,The food was amazing and service was excellent. Loved it!,5,"{""predicted_stars"": 5, ""explanation"":""Strong positive feedback about food and service.""}","{""predicted_stars"": 5, ""explanation"": ""Strong positive feedback about food and service.""}",5,True
133,Decent place. Portion sizes were small but taste was good.,3,"{""predicted_stars"": 3, ""explanation"":""Average experience with good taste but small portion sizes.""}","{""predicted_stars"": 3, ""explanation"": ""Average experience with good taste but small portion sizes.""}",3,True
134,Staff was friendly but the food was average.,3,"{""predicted_stars"": 3, ""explanation"":""Friendly staff but average food leads to a neutral rating.""}","{""predicted_stars"": 3, ""explanation"": ""Friendly staff but average food leads to a neutral rating.""}",3,True
135,Great ambiance and prompt service. Not satisfied.,5,"{""predicted_stars"": 3, ""explanation"":""Positive ambiance and service but overall dissatisfaction.""}","{""predicted_stars"": 3, ""explanation"": ""Positive ambiance and service but overall dissatisfaction.""}",3,True
136,The food was amazing and service was excellent.,5,"{""predicted_stars"": 5, ""explanation"":""Strong positive about food and service.""}","{""predicted_stars"": 5, ""explanation"": ""Strong positive about food and service.""}",5,True
137,The food was amazing and service was excellent.,5,"{""predicted_stars"": 5, ""explanation"":""Strong positive about food and service.""}","{""predicted_stars"": 5, ""explanation"": ""Strong positive about food and service.""}",5,True
138,Not worth the price. Highly recommend.,2,"{""predicted_stars"": 2, ""explanation"":""The review suggests dissatisfaction with the value for money despite a recommendation.""}","{""predicted_stars"": 2, ""explanation"": ""The review suggests dissatisfaction with the value for money despite a recommendation.""}",2,True
139,Terrible experience — cold food and rude staff. Loved it!,1,"{""predicted_stars"": 1, ""explanation"":""Cold food and rude staff indicate a very negative experience.""}","{""predicted_stars"": 1, ""explanation"": ""Cold food and rude staff indicate a very negative experience.""}",1,True
140,Perfect for a quick lunch. Will return. Loved it!,4,"{""predicted_stars"": 5, ""explanation"":""Positive remarks about the experience and intention to return.""}","{""predicted_stars"": 5, ""explanation"": ""Positive remarks about the experience and intention to return.""}",5,True
141,Waited 45 minutes. Will not come back. Not satisfied.,1,"{""predicted_stars"": 1, ""explanation"":""Long wait and clear dissatisfaction with the experience.""}","{""predicted_stars"": 1, ""explanation"": ""Long wait and clear dissatisfaction with the experience.""}",1,True
142,Order was wrong and they didn't fix it. Not satisfied.,1,"{""predicted_stars"": 1, ""explanation"":""Order was incorrect and not resolved, leading to dissatisfaction.""}","{""predicted_stars"": 1, ""explanation"": ""Order was incorrect and not resolved, leading to dissatisfaction.""}",1,True
143,Terrible experience — cold food and rude staff.,1,"{""predicted_stars"": 1, ""explanation"":""Cold food and rude staff indicate a very negative experience.""}","{""predicted_stars"": 1, ""explanation"": ""Cold food and rude staff indicate a very negative experience.""}",1,True
144,Great ambiance and prompt service. Highly recommend.,5,"{""predicted_stars"": 5, ""explanation"":""Positive comments about ambiance and service, along with a recommendation.""}","{""predicted_stars"": 5, ""explanation"": ""Positive comments about ambiance and service, along with a recommendation.""}",5,True
145,Decent place. Portion sizes were small but taste was good.,3,"{""predicted_stars"": 3, ""explanation"":""Average experience with good taste but small portion sizes.""}","{""predicted_stars"": 3, ""explanation"": ""Average experience with good taste but small portion sizes.""}",3,True
146,Terrible experience — cold food and rude staff.,1,"{""predicted_stars"": 1, ""explanation"":""Cold food and rude staff indicate a very negative experience.""}","{""predicted_stars"": 1, ""explanation"": ""Cold food and rude staff indicate a very negative experience.""}",1,True
147,Great ambiance and prompt service. Loved it!,5,"{""predicted_stars"": 5, ""explanation"":""Positive comments about ambiance and service.""}","{""predicted_stars"": 5, ""explanation"": ""Positive comments about ambiance and service.""}",5,True
148,Perfect for a quick lunch. Will return. Could be better.,4,"{""predicted_stars"": 4, ""explanation"":""Positive overall experience with a suggestion for improvement.""}","{""predicted_stars"": 4, ""explanation"": ""Positive overall experience with a suggestion for improvement.""}",4,True
149,Decent place. Portion sizes were small but taste was good. Highly recommend.,3,"{""predicted_stars"": 4, ""explanation"":""Good taste and recommendation, but small portion sizes.""}","{""predicted_stars"": 4, ""explanation"": ""Good taste and recommendation, but small portion sizes.""}",4,True
150,Great ambiance and prompt service.,5,"{""predicted_stars"": 5, ""explanation"":""Positive comments about ambiance and service.""}","{""predicted_stars"": 5, ""explanation"": ""Positive comments about ambiance and service.""}",5,True
151,Great ambiance and prompt service.,5,"{""predicted_stars"": 5, ""explanation"":""Positive comments about ambiance and service.""}","{""predicted_stars"": 5, ""explanation"": ""Positive comments about ambiance and service.""}",5,True
152,Perfect for a quick lunch. Will return. Loved it!,4,"{""predicted_stars"": 5, ""explanation"":""Positive remarks about the experience and intention to return.""}","{""predicted_stars"": 5, ""explanation"": ""Positive remarks about the experience and intention to return.""}",5,True
153,Decent place. Portion sizes were small but taste was good. Not satisfied.,3,"{""predicted_stars"": 3, ""explanation"":""Mixed feelings with good taste but small portions and dissatisfaction.""}","{""predicted_stars"": 3, ""explanation"": ""Mixed feelings with good taste but small portions and dissatisfaction.""}",3,True
154,The food was amazing and service was excellent.,5,"{""predicted_stars"": 5, ""explanation"":""Strong positive about food and service.""}","{""predicted_stars"": 5, ""explanation"": ""Strong positive about food and service.""}",5,True
155,Great ambiance and prompt service. Highly recommend.,5,"{""predicted_stars"": 5, ""explanation"":""Positive comments about ambiance and service, along with a recommendation.""}","{""predicted_stars"": 5, ""explanation"": ""Positive comments about ambiance and service, along with a recommendation.""}",5,True
156,Perfect for a quick lunch. Will return. Not satisfied.,4,"{""predicted_stars"": 2, ""explanation"":""Indicates a quick lunch but ends with dissatisfaction.""}","{""predicted_stars"": 2, ""explanation"": ""Indicates a quick lunch but ends with dissatisfaction.""}",2,True
157,Not worth the price.,2,"{""predicted_stars"": 2, ""explanation"":""Negative sentiment about value for money.""}","{""predicted_stars"": 2, ""explanation"": ""Negative sentiment about value for money.""}",2,True
158,Order was wrong and they didn't fix it. Loved it!,1,"{""predicted_stars"": 2, ""explanation"":""Order was wrong and not fixed, despite a positive sentiment.""}","{""predicted_stars"": 2, ""explanation"": ""Order was wrong and not fixed, despite a positive sentiment.""}",2,True
159,Not worth the price.,2,"{""predicted_stars"": 2, ""explanation"":""Negative sentiment about value for money.""}","{""predicted_stars"": 2, ""explanation"": ""Negative sentiment about value for money.""}",2,True
160,Not worth the price.,2,"{""predicted_stars"": 2, ""explanation"":""Negative sentiment about value for money.""}","{""predicted_stars"": 2, ""explanation"": ""Negative sentiment about value for money.""}",2,True
161,The food was amazing and service was excellent. Could be better.,5,"{""predicted_stars"": 4, ""explanation"":""Positive feedback on food and service, but suggests room for improvement.""}","{""predicted_stars"": 4, ""explanation"": ""Positive feedback on food and service, but suggests room for improvement.""}",4,True
162,Order was wrong and they didn't fix it. Loved it!,1,"{""predicted_stars"": 2, ""explanation"":""Order was wrong and not fixed, despite a positive sentiment.""}","{""predicted_stars"": 2, ""explanation"": ""Order was wrong and not fixed, despite a positive sentiment.""}",2,True
163,Great ambiance and prompt service.,5,"{""predicted_stars"": 5, ""explanation"":""Positive comments about ambiance and service.""}","{""predicted_stars"": 5, ""explanation"": ""Positive comments about ambiance and service.""}",5,True
164,Terrible experience — cold food and rude staff. Not satisfied.,1,"{""predicted_stars"": 1, ""explanation"":""Cold food and rude staff indicate a very negative experience.""}","{""predicted_stars"": 1, ""explanation"": ""Cold food and rude staff indicate a very negative experience.""}",1,True
165,Terrible experience — cold food and rude staff. Not satisfied.,1,"{""predicted_stars"": 1, ""explanation"":""Negative comments about cold food and rude staff indicate a very poor experience.""}","{""predicted_stars"": 1, ""explanation"": ""Negative comments about cold food and rude staff indicate a very poor experience.""}",1,True
166,Decent place. Portion sizes were small but taste was good.,3,"{""predicted_stars"": 3, ""explanation"":""Average experience with good taste but small portion sizes.""}","{""predicted_stars"": 3, ""explanation"": ""Average experience with good taste but small portion sizes.""}",3,True
167,Great ambiance and prompt service.,5,"{""predicted_stars"": 5, ""explanation"":""Positive comments about ambiance and service.""}","{""predicted_stars"": 5, ""explanation"": ""Positive comments about ambiance and service.""}",5,True
168,The food was amazing and service was excellent. Highly recommend.,5,"{""predicted_stars"": 5, ""explanation"":""Strong positive feedback about food and service with a recommendation.""}","{""predicted_stars"": 5, ""explanation"": ""Strong positive feedback about food and service with a recommendation.""}",5,True
169,Terrible experience — cold food and rude staff.,1,"{""predicted_stars"": 1, ""explanation"":""Cold food and rude staff indicate a very negative experience.""}","{""predicted_stars"": 1, ""explanation"": ""Cold food and rude staff indicate a very negative experience.""}",1,True
170,Staff was friendly but the food was average.,3,"{""predicted_stars"": 3, ""explanation"":""Friendly staff but average food leads to a neutral rating.""}","{""predicted_stars"": 3, ""explanation"": ""Friendly staff but average food leads to a neutral rating.""}",3,True
171,Terrible experience — cold food and rude staff.,1,"{""predicted_stars"": 1, ""explanation"":""Cold food and rude staff indicate a very negative experience.""}","{""predicted_stars"": 1, ""explanation"": ""Cold food and rude staff indicate a very negative experience.""}",1,True
172,Decent place. Portion sizes were small but taste was good.,3,"{""predicted_stars"": 3, ""explanation"":""Average experience with good taste but small portion sizes.""}","{""predicted_stars"": 3, ""explanation"": ""Average experience with good taste but small portion sizes.""}",3,True
173,Order was wrong and they didn't fix it.,1,"{""predicted_stars"": 1, ""explanation"":""Order was incorrect and not resolved.""}","{""predicted_stars"": 1, ""explanation"": ""Order was incorrect and not resolved.""}",1,True
174,Had a nice time; dessert was fantastic.,5,"{""predicted_stars"": 4, ""explanation"":""Positive experience with a fantastic dessert.""}","{""predicted_stars"": 4, ""explanation"": ""Positive experience with a fantastic dessert.""}",4,True
175,Terrible experience — cold food and rude staff.,1,"{""predicted_stars"": 1, ""explanation"":""Cold food and rude staff indicate a very negative experience.""}","{""predicted_stars"": 1, ""explanation"": ""Cold food and rude staff indicate a very negative experience.""}",1,True
176,Terrible experience — cold food and rude staff.,1,"{""predicted_stars"": 1, ""explanation"":""Cold food and rude staff indicate a very negative experience.""}","{""predicted_stars"": 1, ""explanation"": ""Cold food and rude staff indicate a very negative experience.""}",1,True
177,Order was wrong and they didn't fix it. Highly recommend.,1,"{""predicted_stars"": 2, ""explanation"":""Order was wrong and not fixed, indicating a negative experience despite the recommendation.""}","{""predicted_stars"": 2, ""explanation"": ""Order was wrong and not fixed, indicating a negative experience despite the recommendation.""}",2,True
178,Terrible experience — cold food and rude staff.,1,"{""predicted_stars"": 1, ""explanation"":""Cold food and rude staff indicate a very negative experience.""}","{""predicted_stars"": 1, ""explanation"": ""Cold food and rude staff indicate a very negative experience.""}",1,True
179,Not worth the price. Highly recommend.,2,"{""predicted_stars"": 2, ""explanation"":""The review suggests dissatisfaction with the value for money despite a recommendation.""}","{""predicted_stars"": 2, ""explanation"": ""The review suggests dissatisfaction with the value for money despite a recommendation.""}",2,True
180,Great ambiance and prompt service.,5,"{""predicted_stars"": 5, ""explanation"":""Positive comments about ambiance and service.""}","{""predicted_stars"": 5, ""explanation"": ""Positive comments about ambiance and service.""}",5,True
181,Decent place. Portion sizes were small but taste was good. Highly recommend.,3,"{""predicted_stars"": 4, ""explanation"":""Good taste and recommendation, but small portion sizes detract slightly.""}","{""predicted_stars"": 4, ""explanation"": ""Good taste and recommendation, but small portion sizes detract slightly.""}",4,True
182,Great ambiance and prompt service. Highly recommend.,5,"{""predicted_stars"": 5, ""explanation"":""Positive comments about ambiance and service, along with a recommendation.""}","{""predicted_stars"": 5, ""explanation"": ""Positive comments about ambiance and service, along with a recommendation.""}",5,True
183,The food was amazing and service was excellent. Not satisfied.,5,"{""predicted_stars"": 2, ""explanation"":""Positive comments about food and service are overshadowed by the overall dissatisfaction.""}","{""predicted_stars"": 2, ""explanation"": ""Positive comments about food and service are overshadowed by the overall dissatisfaction.""}",2,True
184,Great ambiance and prompt service. Loved it!,5,"{""predicted_stars"": 5, ""explanation"":""Positive comments about ambiance and service.""}","{""predicted_stars"": 5, ""explanation"": ""Positive comments about ambiance and service.""}",5,True
185,Not worth the price. Not satisfied.,2,"{""predicted_stars"": 2, ""explanation"":""Expresses dissatisfaction and indicates poor value for the price.""}","{""predicted_stars"": 2, ""explanation"": ""Expresses dissatisfaction and indicates poor value for the price.""}",2,True
186,Perfect for a quick lunch. Will return. Could be better.,4,"{""predicted_stars"": 3, ""explanation"":""Positive for a quick lunch but suggests room for improvement.""}","{""predicted_stars"": 3, ""explanation"": ""Positive for a quick lunch but suggests room for improvement.""}",3,True
187,Great ambiance and prompt service.,5,"{""predicted_stars"": 5, ""explanation"":""Positive comments about ambiance and service.""}","{""predicted_stars"": 5, ""explanation"": ""Positive comments about ambiance and service.""}",5,True
188,Waited 45 minutes. Will not come back. Not satisfied.,1,"{""predicted_stars"": 1, ""explanation"":""Long wait and clear dissatisfaction with the experience.""}","{""predicted_stars"": 1, ""explanation"": ""Long wait and clear dissatisfaction with the experience.""}",1,True
189,Waited 45 minutes. Will not come back.,1,"{""predicted_stars"": 2, ""explanation"":""Long wait and a decision not to return indicate dissatisfaction.""}","{""predicted_stars"": 2, ""explanation"": ""Long wait and a decision not to return indicate dissatisfaction.""}",2,True
190,Had a nice time; dessert was fantastic.,5,"{""predicted_stars"": 4, ""explanation"":""Positive experience with a fantastic dessert.""}","{""predicted_stars"": 4, ""explanation"": ""Positive experience with a fantastic dessert.""}",4,True
191,Staff was friendly but the food was average.,3,"{""predicted_stars"": 3, ""explanation"":""Friendly staff but average food leads to a neutral rating.""}","{""predicted_stars"": 3, ""explanation"": ""Friendly staff but average food leads to a neutral rating.""}",3,True
192,Great ambiance and prompt service. Not satisfied.,5,"{""predicted_stars"": 3, ""explanation"":""Positive ambiance and service but overall dissatisfaction.""}","{""predicted_stars"": 3, ""explanation"": ""Positive ambiance and service but overall dissatisfaction.""}",3,True
193,Decent place. Portion sizes were small but taste was good.,3,"{""predicted_stars"": 3, ""explanation"":""Average experience with good taste but small portion sizes.""}","{""predicted_stars"": 3, ""explanation"": ""Average experience with good taste but small portion sizes.""}",3,True
194,The food was amazing and service was excellent. Not satisfied.,5,"{""predicted_stars"": 2, ""explanation"":""Positive comments about food and service are overshadowed by the dissatisfaction expressed.""}","{""predicted_stars"": 2, ""explanation"": ""Positive comments about food and service are overshadowed by the dissatisfaction expressed.""}",2,True
195,Had a nice time; dessert was fantastic.,5,"{""predicted_stars"": 4, ""explanation"":""Positive experience with a fantastic dessert.""}","{""predicted_stars"": 4, ""explanation"": ""Positive experience with a fantastic dessert.""}",4,True
196,Terrible experience — cold food and rude staff.,1,"{""predicted_stars"": 1, ""explanation"":""Cold food and rude staff indicate a very negative experience.""}","{""predicted_stars"": 1, ""explanation"": ""Cold food and rude staff indicate a very negative experience.""}",1,True
197,Decent place. Portion sizes were small but taste was good.,3,"{""predicted_stars"": 3, ""explanation"":""Average experience with good taste but small portion sizes.""}","{""predicted_stars"": 3, ""explanation"": ""Average experience with good taste but small portion sizes.""}",3,True
198,Great ambiance and prompt service.,5,"{""predicted_stars"": 5, ""explanation"":""Positive comments about ambiance and service.""}","{""predicted_stars"": 5, ""explanation"": ""Positive comments about ambiance and service.""}",5,True
199,Not worth the price.,2,"{""predicted_stars"": 2, ""explanation"":""Negative sentiment about the value for money.""}","{""predicted_stars"": 2, ""explanation"": ""Negative sentiment about the value for money.""}",2,True
